,company,headline,date,overall_rating,author_position,pros,cons
402,,Finance operations,2021-04-16,3.0,Finance Operations,Full time role plus good benefits,Less salary and attrtion rate is huge
403,,Good company,2021-04-16,5.0,Part Time Teller,"Good benefits, good schedule, good pay",Limited branches in my area
404,,Qa,2021-04-16,5.0,Quality Assurance Analyst,Great place to learn new tools,There is no standars in some process
405,,A good company for workaholic people,2021-04-15,4.0,Credit Portfolio Analyst,Good and fair working environment where your bosses support you.,Little work-life balance due to high demands.
406,,Nothing,2021-04-13,4.0,Business Loan Broker,Nil nil nil nil nil,Everything was good nothing much to say
407,,okay,2021-04-12,3.0,Bank Teller,"nice workplace, customers are very nice","hours are not flexible, long lines"
408,,Dhop,2021-04-12,3.0,Recruiting Manager,Great work environment for professionals,Long work hours and weekends
409,,Great pay and perks,2021-04-12,4.0,Customer Service Representative (CSR),The pay is great and the benefits are greater.,"You have to sit all day and take calls that are a hit or miss. If you like moving around like I do, this isn't the job for you."
410,,Good Foundation,2021-04-11,5.0,Compliance AML KYC Analyst,Lots of available trainings and offered opportunities for career mobility and one-on-ones with managers,Extended work hours but no overtime pay
411,,Teller salary,2021-04-10,2.0,Bank Teller,"Pay $18/hour starting out as a teller, so when you are going to school, it's probably the better paying jobs you'll find.","Stressful, need better training readiness and more cohesiveness between locations when working at multiple locations. Managers expect you to be a sales guru while not making mistakes, but putting pressure on employees and it's too high stress."
412,,Don’t work here.,2021-04-09,1.0,Teller,Good pay and benefits. Easy for experience if want to grow within banking industry.,Poor management. Discrimination is heavily prevalent. Hostile environments. Get in and get out.
413,,Great,2021-04-09,5.0,Anonymous Employee,All good the best company to work,"Nothing at all, it’s been the best company"
414,,Citibank,2021-04-09,3.0,Pharmacy Technician,"Work from home
Great coworkers
PTO, VTO, Unplanned time","All about the money
Training wasn’t that good"
415,,Great Culture!,2021-04-05,5.0,Service Delivery Manager,People first! With great tech.,Cannot think of anything bad!
416,,Great place,2021-04-05,5.0,Risk Analyst,"amazing place, and very inspiring colleagues","as any big corporate, things change slowly"
417,,Not bad,2021-04-04,4.0,Anonymous Employee,"Mobility, diversity, training, networking, mentoring","Below market average salary, process too long"
418,,Average,2021-04-04,3.0,Management Associate,"Good brand, multiple locations available","- Manual work
- Top down culture , authoritative and mechanistic
- Bad bosses
- Extremely understaffed
- Poor work life balance"
419,,Citibank,2021-04-01,4.0,Management Associate,Good work culture and very good benefits,Slow learning curve and slow growth
420,,"So far, seems great",2021-04-01,4.0,Customer Service Representative,"Training is great, includes OJT in a more controlled environment (while still in a training class and with a mentor, which is nice!) Nice people throughout company, and lots of PTO available!","You have to commit to working one weekend day per week, but will still get a weekday off to make up for it. Some people can get a full weekend every other week, but not a lot"
421,,Friendly working environment,2021-04-01,3.0,Assistant Manager,Colleagues are nice. Supervisor has a good leadership.,No bonus payment. Location of the office is far from MTR station.
422,,Citibank,2021-03-31,3.0,Vice President Digital,Lowest salary compare to other banks,Flat structure. Open minded. Digital.
423,,No work life balance,2021-03-30,3.0,Credit Analyst,Great opportunities and able to learn new things,No work life balance and hectic work
424,,Nice place to work,2021-03-30,5.0,AML Compliance Officer,"Good environment to work, provide comprehensive training for your role even if you know nothing about it.","Too specialised, might lead to lacking of excite opportunity"
425,,Good bank,2021-03-30,5.0,Banker,good place to work and enjoyable,nothing to add at the moment
426,,Quants,2021-03-30,3.0,Quantitative Analyst,"International environment, skilled collegues , carreers opportunity","Slow process, lot of paperwork."
427,,Pathetic,2021-03-29,1.0,Bank Teller,No pros only only cons,Not supportive for females employment
428,,A,2021-03-27,4.0,UAT Tester,colleagues are friendly and the environment is good,sometime it is stressful and need OT
